newid,pid,grp,sex,age,classe,storia,mod,q,correct,blank,indiretta,t0,t1,n_win,incluso,rec_good,n_anchor,pct_anchor,pct_caption,pct_word,pct_image,pct_face,pct_none,any_anchor
TI10,B10,TI,M,10,4,delfino,text,12,0,0,0,135.36,140.65,53,1,1,28,52.8,100.0,92.5,0.0,0.0,0.0,1
TI10,B10,TI,M,10,4,delfino,text,13,1,0,1,15.78,22.17,64,1,1,32,50.0,89.1,82.8,0.0,9.4,1.6,1
TI10,B10,TI,M,10,4,panda,images,1,1,0,0,5.29,12.93,66,1,1,21,31.8,87.9,27.3,34.8,12.1,0.0,1
TI10,B10,TI,M,10,4,panda,images,2,0,0,0,25.04,33.62,64,1,1,44,68.8,87.5,37.5,31.2,10.9,1.6,1
TI10,B10,TI,M,10,4,panda,images,3,1,0,0,42.56,52.89,61,1,1,28,45.9,83.6,39.3,16.4,3.3,13.1,1
TI10,B10,TI,M,10,4,panda,images,4,0,0,0,51.96,59.71,72,1,1,39,54.2,91.7,27.8,30.6,0.0,8.3,1
TI10,B10,TI,M,10,4,panda,images,5,0,0,0,53.78,62.57,83,1,1,26,31.3,95.2,33.7,36.1,3.6,1.2,1
TI10,B10,TI,M,10,4,panda,images,6,1,0,0,32.17,38.77,66,1,1,24,36.4,83.3,57.6,21.2,16.7,0.0,1
TI10,B10,TI,M,10,4,panda,images,7,1,0,0,64.78,74.1,93,1,1,56,60.2,81.7,25.8,35.5,15.1,3.2,1
TI10,B10,TI,M,10,4,panda,images,8,0,0,0,73.19,79.92,68,1,1,32,47.1,98.5,47.1,25.0,0.0,1.5,1
TI10,B10,TI,M,10,4,panda,images,9,0,0,0,84.51,91.09,54,1,1,10,18.5,96.3,57.4,9.3,0.0,3.7,1
TI10,B10,TI,M,10,4,panda,images,10,0,0,0,77.81,85.87,80,1,1,24,30.0,100.0,60.0,22.5,0.0,0.0,1
TI10,B10,TI,M,10,4,panda,images,11,1,0,0,11.57,21.35,88,1,1,42,47.7,81.8,34.1,22.7,17.0,1.1,1
TI10,B10,TI,M,10,4,panda,images,12,1,0,0,95.99,104.0,62,1,1,19,30.6,83.9,33.9,4.8,3.2,12.9,1
TI11,B11,TI,M,7,1,tappeto,images,1,0,0,0,13.45,20.28,69,1,1,0,0.0,78.3,49.3,23.2,0.0,21.7,0
TI11,B11,TI,M,7,1,tappeto,images,2,1,0,0,9.42,13.2,38,1,1,0,0.0,100.0,0.0,65.8,0.0,0.0,0
TI11,B11,TI,M,7,1,tappeto,images,3,1,0,0,22.07,34.2,112,1,1,43,38.4,77.7,51.8,8.0,8.0,14.3,1
TI11,B11,TI,M,7,1,tappeto,images,4,1,0,1,42.53,48.65,62,1,1,23,37.1,100.0,98.4,0.0,0.0,0.0,1
TI11,B11,TI,M,7,1,tappeto,images,5,1,0,0,24.73,31.07,64,1,1,22,34.4,84.4,64.1,0.0,4.7,10.9,1
TI11,B11,TI,M,7,1,tappeto,images,6,1,0,0,33.29,41.84,86,1,1,55,64.0,88.4,64.0,24.4,8.1,3.5,1
TI11,B11,TI,M,7,1,tappeto,images,7,1,0,0,44.89,50.97,61,1,1,0,0.0,100.0,98.4,0.0,0.0,0.0,0
TI11,B11,TI,M,7,1,tappeto,images,8,1,0,0,49.48,54.1,46,1,1,13,28.3,87.0,87.0,0.0,0.0,13.0,1
TI11,B11,TI,M,7,1,tappeto,images,9,1,0,0,53.18,56.89,37,1,1,0,0.0,89.2,89.2,0.0,0.0,10.8,0
TI11,B11,TI,M,7,1,tappeto,images,10,1,0,0,62.35,66.82,44,1,1,0,0.0,77.3,56.8,0.0,18.2,4.5,0
TI11,B11,TI,M,7,1,volpe e boscaiolo,text,1,1,0,0,12.09,17.38,53,1,1,10,18.9,60.4,56.6,0.0,9.4,30.2,1
TI11,B11,TI,M,7,1,volpe e boscaiolo,text,2,1,0,0,20.77,28.27,75,1,1,20,26.7,66.7,65.3,0.0,16.0,17.3,1
TI11,B11,TI,M,7,1,volpe e boscaiolo,text,3,1,0,0,9.56,14.06,45,1,1,11,24.4,40.0,40.0,0.0,46.7,13.3,1
TI11,B11,TI,M,7,1,volpe e boscaiolo,text,4,1,0,0,9.56,17.38,78,1,1,29,37.2,48.7,46.2,0.0,30.8,20.5,1
TI11,B11,TI,M,7,1,volpe e boscaiolo,text,5,1,0,0,15.45,22.32,69,1,1,12,17.4,49.3,49.3,0.0,43.5,7.2,1
TI11,B11,TI,M,7,1,volpe e boscaiolo,text,6,0,0,0,34.66,44.94,103,1,1,25,24.3,55.3,51.5,0.0,43.7,1.0,1
TI11,B11,TI,M,7,1,volpe e boscaiolo,text,7,1,0,0,43.87,52.63,88,1,1,41,46.6,72.7,71.6,0.0,25.0,2.3,1
TI11,B11,TI,M,7,1,volpe e boscaiolo,text,8,1,0,0,52.93,67.33,144,1,1,78,54.2,86.1,81.9,0.0,5.6,8.3,1
TI11,B11,TI,M,7,1,volpe e boscaiolo,text,10,1,0,0,56.85,65.11,83,1,1,17,20.5,75.9,69.9,0.0,9.6,14.5,1
TI12,B12,TI,F,9,4,delfino,text,1,1,0,0,4.82,9.56,48,1,1,21,43.8,100.0,70.8,0.0,0.0,0.0,1
TI12,B12,TI,F,9,4,delfino,text,2,0,0,0,29.59,38.61,90,1,1,63,70.0,91.1,87.8,0.0,7.8,1.1,1
TI12,B12,TI,F,9,4,delfino,text,3,0,0,0,24.4,33.43,90,1,1,53,58.9,95.6,80.0,0.0,0.0,4.4,1
TI12,B12,TI,F,9,4,delfino,text,4,0,0,0,38.84,46.79,80,1,1,25,31.2,92.5,43.8,0.0,3.8,3.8,1
TI12,B12,TI,F,9,4,delfino,text,5,1,0,0,53.32,58.41,51,1,1,28,54.9,84.3,72.5,0.0,11.8,3.9,1
TI12,B12,TI,F,9,4,delfino,text,6,0,0,0,59.99,68.0,80,1,1,44,55.0,86.2,57.5,0.0,12.5,1.2,1
TI12,B12,TI,F,9,4,delfino,text,7,1,0,0,49.96,60.65,107,1,1,59,55.1,87.9,58.9,0.0,10.3,1.9,1
TI12,B12,TI,F,9,4,delfino,text,8,1,0,0,74.03,77.66,37,1,1,1,2.7,91.9,21.6,0.0,5.4,2.7,1
TI12,B12,TI,F,9,4,delfino,text,9,1,0,0,77.45,94.46,170,1,1,74,43.5,98.8,44.1,0.0,0.0,1.2,1
TI12,B12,TI,F,9,4,delfino,text,10,1,0,0,102.12,107.64,55,1,1,29,52.7,87.3,74.5,0.0,10.9,1.8,1
TI12,B12,TI,F,9,4,delfino,text,11,1,0,0,124.29,131.85,76,1,1,7,9.2,73.7,31.6,0.0,2.6,23.7,1
TI12,B12,TI,F,9,4,delfino,text,12,0,0,0,135.36,140.65,53,1,1,17,32.1,100.0,58.5,0.0,0.0,0.0,1
TI12,B12,TI,F,9,4,delfino,text,13,0,0,1,15.78,22.17,64,1,1,48,75.0,93.8,93.8,0.0,6.2,0.0,1
TI12,B12,TI,F,9,4,panda,images,1,0,0,0,5.29,12.93,77,1,1,0,0.0,0.0,0.0,0.0,0.0,100.0,0
TI12,B12,TI,F,9,4,panda,images,2,1,0,0,25.04,33.62,85,1,1,0,0.0,0.0,0.0,0.0,0.0,100.0,0
TI12,B12,TI,F,9,4,panda,images,3,0,0,0,42.56,52.89,103,1,1,0,0.0,0.0,0.0,0.0,0.0,100.0,0
TI12,B12,TI,F,9,4,panda,images,4,1,0,0,51.96,59.71,77,1,1,0,0.0,0.0,0.0,0.0,0.0,100.0,0
TI12,B12,TI,F,9,4,panda,images,5,0,1,0,53.78,62.57,88,1,1,0,0.0,0.0,0.0,0.0,0.0,100.0,0
TI12,B12,TI,F,9,4,panda,images,6,0,0,0,32.17,38.77,66,1,1,0,0.0,0.0,0.0,0.0,0.0,100.0,0
TI12,B12,TI,F,9,4,panda,images,7,1,0,0,64.78,74.1,93,1,1,0,0.0,0.0,0.0,0.0,6.5,93.5,0
TI12,B12,TI,F,9,4,panda,images,8,1,0,0,73.19,79.92,67,1,1,0,0.0,0.0,0.0,0.0,0.0,100.0,0
TI12,B12,TI,F,9,4,panda,images,9,1,0,0,84.51,91.09,66,1,1,0,0.0,0.0,0.0,0.0,0.0,100.0,0
TI12,B12,TI,F,9,4,panda,images,10,1,0,0,77.81,85.87,81,1,1,1,1.2,1.2,0.0,1.2,1.2,97.5,1
TI12,B12,TI,F,9,4,panda,images,11,1,0,0,11.57,21.35,98,1,1,0,0.0,0.0,0.0,0.0,0.0,100.0,0
TI12,B12,TI,F,9,4,panda,images,12,0,0,0,95.99,104.0,80,1,1,0,0.0,0.0,0.0,0.0,0.0,100.0,0
TI13,B13,TI,F,10,4,delfino,text,1,1,0,0,4.82,9.56,48,1,1,27,56.2,100.0,81.2,0.0,0.0,0.0,1
TI13,B13,TI,F,10,4,delfino,text,2,0,0,0,29.59,38.61,90,1,1,45,50.0,98.9,88.9,0.0,0.0,1.1,1
TI13,B13,TI,F,10,4,delfino,text,3,1,0,0,24.4,33.43,90,1,1,47,52.2,83.3,71.1,0.0,15.6,1.1,1
TI13,B13,TI,F,10,4,delfino,text,4,1,0,0,38.84,46.79,80,1,1,43,53.8,98.8,88.8,0.0,0.0,1.2,1
TI13,B13,TI,F,10,4,delfino,text,5,0,0,0,53.32,58.41,51,1,1,29,56.9,98.0,72.5,0.0,0.0,2.0,1
TI13,B13,TI,F,10,4,delfino,text,6,1,0,0,59.99,68.0,80,1,1,59,73.8,98.8,87.5,0.0,0.0,1.2,1
TI13,B13,TI,F,10,4,delfino,text,7,0,0,0,49.96,60.65,107,1,1,76,71.0,99.1,84.1,0.0,0.0,0.9,1
TI13,B13,TI,F,10,4,delfino,text,8,0,0,0,74.03,77.66,37,1,1,17,45.9,100.0,81.1,0.0,0.0,0.0,1
TI13,B13,TI,F,10,4,delfino,text,9,0,0,0,77.45,94.46,170,1,1,84,49.4,85.3,61.8,0.0,0.0,14.7,1
TI13,B13,TI,F,10,4,delfino,text,10,1,0,0,102.12,107.64,55,1,1,15,27.3,56.4,54.5,0.0,40.0,3.6,1
TI13,B13,TI,F,10,4,delfino,text,11,0,0,0,124.29,131.85,76,1,1,48,63.2,100.0,92.1,0.0,0.0,0.0,1
TI13,B13,TI,F,10,4,delfino,text,12,1,0,0,135.36,140.65,53,1,1,24,45.3,98.1,84.9,0.0,0.0,1.9,1
TI13,B13,TI,F,10,4,delfino,text,13,0,0,1,15.78,22.17,64,1,1,17,26.6,70.3,56.2,0.0,26.6,3.1,1
TI13,B13,TI,F,10,4,panda,images,1,0,0,0,5.29,12.93,76,1,1,48,63.2,100.0,38.2,50.0,0.0,0.0,1
TI13,B13,TI,F,10,4,panda,images,2,0,0,0,25.04,33.62,86,1,1,57,66.3,100.0,36.0,45.3,0.0,0.0,1
TI13,B13,TI,F,10,4,panda,images,3,0,0,0,42.56,52.89,98,1,1,64,65.3,98.0,45.9,21.4,0.0,2.0,1
TI13,B13,TI,F,10,4,panda,images,4,1,0,0,51.96,59.71,78,1,1,55,70.5,100.0,35.9,51.3,0.0,0.0,1
TI13,B13,TI,F,10,4,panda,images,5,1,0,0,53.78,62.57,88,1,1,59,67.0,100.0,38.6,50.0,0.0,0.0,1
TI13,B13,TI,F,10,4,panda,images,6,0,0,0,32.17,38.77,66,1,1,42,63.6,100.0,86.4,0.0,0.0,0.0,1
TI13,B13,TI,F,10,4,panda,images,7,0,0,0,64.78,74.1,92,1,1,53,57.6,96.7,43.5,31.5,3.3,0.0,1
TI13,B13,TI,F,10,4,panda,images,8,1,0,0,73.19,79.92,48,1,1,11,22.9,81.2,8.3,35.4,0.0,18.8,1
TI13,B13,TI,F,10,4,panda,images,9,0,0,0,84.51,91.09,66,1,1,27,40.9,100.0,43.9,43.9,0.0,0.0,1
TI13,B13,TI,F,10,4,panda,images,10,1,0,0,77.81,85.87,46,1,1,28,60.9,80.4,37.0,34.8,0.0,19.6,1
TI13,B13,TI,F,10,4,panda,images,11,0,0,0,11.57,21.35,97,1,1,66,68.0,97.9,40.2,36.1,0.0,2.1,1
TI13,B13,TI,F,10,4,panda,images,12,0,0,0,95.99,104.0,55,1,1,39,70.9,100.0,70.9,23.6,0.0,0.0,1
TI14,B14,TI,M,11,5,anguille,text,1,1,0,0,14.27,25.43,112,1,1,68,60.7,79.5,74.1,0.0,14.3,6.2,1
TI14,B14,TI,M,11,5,anguille,text,2,1,0,0,45.05,52.6,76,1,1,38,50.0,100.0,92.1,0.0,0.0,0.0,1
TI14,B14,TI,M,11,5,anguille,text,3,1,0,0,51.79,58.99,72,1,1,42,58.3,100.0,91.7,0.0,0.0,0.0,1
TI14,B14,TI,M,11,5,anguille,text,4,1,0,0,57.35,65.49,82,1,1,53,64.6,100.0,91.5,0.0,0.0,0.0,1
TI14,B14,TI,M,11,5,anguille,text,5,0,0,0,72.57,83.06,105,1,1,61,58.1,86.7,77.1,0.0,6.7,6.7,1
TI14,B14,TI,M,11,5,anguille,text,6,1,0,0,88.18,94.18,60,1,1,37,61.7,93.3,70.0,0.0,5.0,1.7,1
TI14,B14,TI,M,11,5,anguille,text,7,0,0,0,99.71,105.28,56,1,1,30,53.6,94.6,80.4,0.0,5.4,0.0,1
TI14,B14,TI,M,11,5,anguille,text,8,1,0,0,75.11,80.99,59,1,1,30,50.8,88.1,86.4,0.0,11.9,0.0,1
TI14,B14,TI,M,11,5,anguille,text,9,1,0,0,52.79,60.78,80,1,1,54,67.5,100.0,92.5,0.0,0.0,0.0,1
TI14,B14,TI,M,11,5,anguille,text,10,0,1,0,57.35,65.49,82,1,1,53,64.6,100.0,91.5,0.0,0.0,0.0,1
TI14,B14,TI,M,11,5,orso,images,1,0,0,0,15.27,30.77,155,1,1,60,38.7,99.4,33.5,9.0,0.0,0.6,1
TI14,B14,TI,M,11,5,orso,images,2,1,0,0,33.24,47.71,144,1,1,67,46.5,96.5,53.5,4.9,0.0,3.5,1
TI14,B14,TI,M,11,5,orso,images,3,0,0,0,43.05,55.64,126,1,1,79,62.7,99.2,60.3,10.3,0.0,0.8,1
TI14,B14,TI,M,11,5,orso,images,4,1,0,0,45.88,55.64,98,1,1,54,55.1,99.0,71.4,13.3,0.0,1.0,1
TI14,B14,TI,M,11,5,orso,images,5,0,0,0,61.8,70.0,82,1,1,27,32.9,75.6,35.4,3.7,15.9,8.5,1
TI14,B14,TI,M,11,5,orso,images,6,1,0,0,73.95,81.96,80,1,1,39,48.8,98.8,51.2,13.8,0.0,1.2,1
TI14,B14,TI,M,11,5,orso,images,7,0,0,0,83.14,90.27,71,1,1,32,45.1,90.1,52.1,5.6,5.6,4.2,1
TI14,B14,TI,M,11,5,orso,images,8,1,0,0,89.06,96.94,79,1,1,40,50.6,100.0,65.8,0.0,0.0,0.0,1
TI14,B14,TI,M,11,5,orso,images,9,0,0,0,105.78,116.21,104,1,1,57,54.8,80.8,57.7,9.6,19.2,0.0,1
TI14,B14,TI,M,11,5,orso,images,10,1,0,0,117.35,132.11,143,1,1,67,46.9,100.0,74.8,4.2,0.0,0.0,1
TI14,B14,TI,M,11,5,orso,images,11,0,0,0,132.04,144.84,128,1,1,87,68.0,93.8,30.5,44.5,6.2,0.0,1
TI14,B14,TI,M,11,5,orso,images,12,0,0,1,138.59,148.65,101,1,1,54,53.5,100.0,33.7,47.5,0.0,0.0,1
TI14,B14,TI,M,11,5,orso,images,13,0,0,0,132.04,142.13,100,1,1,63,63.0,92.0,27.0,45.0,8.0,0.0,1
TI14,B14,TI,M,11,5,orso,images,14,0,0,0,152.41,165.21,128,1,1,85,66.4,94.5,49.2,25.0,2.3,3.1,1
TI15,B15,TI,M,8,2,tappeto,images,1,0,0,0,13.45,20.28,68,1,1,0,0.0,86.8,19.1,63.2,8.8,4.4,0
TI15,B15,TI,M,8,2,tappeto,images,2,1,0,0,9.42,13.2,38,1,1,0,0.0,84.2,26.3,23.7,13.2,2.6,0
TI15,B15,TI,M,8,2,tappeto,images,3,1,0,0,22.07,34.2,121,1,1,37,30.6,81.8,47.9,9.9,12.4,5.8,1
TI15,B15,TI,M,8,2,tappeto,images,4,1,0,1,42.53,48.65,61,1,1,8,13.1,63.9,18.0,31.1,11.5,24.6,1
TI15,B15,TI,M,8,2,tappeto,images,5,1,0,0,24.73,31.07,63,1,1,11,17.5,82.5,63.5,0.0,11.1,6.3,1
TI15,B15,TI,M,8,2,tappeto,images,6,1,0,0,33.29,41.84,86,1,1,10,11.6,54.7,33.7,14.0,37.2,8.1,1
TI15,B15,TI,M,8,2,tappeto,images,7,0,0,0,44.89,50.97,61,1,1,5,8.2,70.5,45.9,16.4,4.9,24.6,1
TI15,B15,TI,M,8,2,tappeto,images,8,1,0,0,49.48,54.1,47,1,1,12,25.5,91.5,80.9,10.6,6.4,2.1,1
TI15,B15,TI,M,8,2,tappeto,images,9,1,0,0,53.18,56.89,37,1,1,0,0.0,89.2,27.0,59.5,8.1,2.7,0
TI15,B15,TI,M,8,2,tappeto,images,10,0,0,0,62.35,66.82,45,1,1,0,0.0,8.9,8.9,0.0,88.9,2.2,0
TI15,B15,TI,M,8,2,volpe e boscaiolo,text,1,0,1,0,12.09,17.38,53,1,1,0,0.0,15.1,15.1,0.0,66.0,18.9,0
TI15,B15,TI,M,8,2,volpe e boscaiolo,text,2,1,0,0,20.77,28.27,47,1,1,6,12.8,78.7,23.4,0.0,10.6,10.6,1
TI15,B15,TI,M,8,2,volpe e boscaiolo,text,3,1,0,0,9.56,14.06,45,1,1,7,15.6,37.8,37.8,0.0,53.3,8.9,1
TI15,B15,TI,M,8,2,volpe e boscaiolo,text,4,1,0,0,9.56,17.38,79,1,1,7,8.9,21.5,21.5,0.0,64.6,13.9,1
TI15,B15,TI,M,8,2,volpe e boscaiolo,text,5,1,0,0,15.45,22.32,65,1,1,4,6.2,29.2,12.3,0.0,52.3,18.5,1
TI15,B15,TI,M,8,2,volpe e boscaiolo,text,6,1,0,0,34.66,44.94,93,1,1,0,0.0,5.4,5.4,0.0,69.9,24.7,0
TI15,B15,TI,M,8,2,volpe e boscaiolo,text,7,0,1,0,43.87,52.63,87,1,1,13,14.9,29.9,14.9,0.0,52.9,17.2,1
TI15,B15,TI,M,8,2,volpe e boscaiolo,text,8,0,1,0,52.93,67.33,144,1,1,14,9.7,9.7,9.7,0.0,79.2,11.1,1
TI15,B15,TI,M,8,2,volpe e boscaiolo,text,10,0,1,0,56.85,65.11,83,1,1,8,9.6,12.0,12.0,0.0,74.7,13.3,1
TI16,B16,TI,F,9,3,gatta,text,1,0,0,0,10.3,14.92,47,1,1,24,51.1,100.0,83.0,0.0,0.0,0.0,1
TI16,B16,TI,F,9,3,gatta,text,2,1,0,0,7.77,17.36,96,1,1,52,54.2,82.3,69.8,0.0,16.7,1.0,1
TI16,B16,TI,F,9,3,gatta,text,3,1,0,0,14.02,20.69,66,1,1,26,39.4,69.7,54.5,0.0,28.8,1.5,1
TI16,B16,TI,F,9,3,gatta,text,4,1,0,0,34.03,43.12,91,1,1,60,65.9,98.9,79.1,0.0,1.1,0.0,1
TI16,B16,TI,F,9,3,gatta,text,5,1,0,0,45.0,50.24,52,1,1,29,55.8,98.1,76.9,0.0,0.0,1.9,1
TI16,B16,TI,F,9,3,gatta,text,6,1,0,0,49.34,56.93,76,1,1,36,47.4,93.4,65.8,0.0,5.3,1.3,1
TI16,B16,TI,F,9,3,gatta,text,7,1,0,0,54.43,60.77,63,1,1,34,54.0,100.0,68.3,0.0,0.0,0.0,1
TI16,B16,TI,F,9,3,gatta,text,8,1,0,0,64.63,78.5,96,1,1,34,35.4,78.1,66.7,0.0,13.5,8.3,1
TI16,B16,TI,F,9,3,gatta,text,9,1,0,0,69.51,74.71,44,1,1,6,13.6,52.3,47.7,0.0,29.5,18.2,1
TI16,B16,TI,F,9,3,gatta,text,10,0,0,0,79.12,86.06,0,0,1,0,,,,,,,0
TI16,B16,TI,F,9,3,gatta,text,11,1,0,0,84.39,90.41,0,0,1,0,,,,,,,0
TI16,B16,TI,F,9,3,gatta,text,12,1,0,0,90.9,100.0,0,0,1,0,,,,,,,0
TI16,B16,TI,F,9,3,sbadiglio,images,1,1,0,0,7.45,12.59,13,1,0,0,0.0,100.0,7.7,0.0,0.0,0.0,0
TI16,B16,TI,F,9,3,sbadiglio,images,2,1,0,0,11.28,16.71,0,0,0,0,,,,,,,0
TI16,B16,TI,F,9,3,sbadiglio,images,3,0,0,0,20.08,27.47,0,0,0,0,,,,,,,0
TI16,B16,TI,F,9,3,sbadiglio,images,4,1,0,0,35.85,47.6,0,0,0,0,,,,,,,0
TI16,B16,TI,F,9,3,sbadiglio,images,5,1,0,0,64.73,78.41,0,0,0,0,,,,,,,0
TI16,B16,TI,F,9,3,sbadiglio,images,6,0,0,0,45.83,58.99,0,0,0,0,,,,,,,0
TI16,B16,TI,F,9,3,sbadiglio,images,7,0,0,0,28.34,35.44,0,0,0,0,,,,,,,0
TI16,B16,TI,F,9,3,sbadiglio,images,8,1,0,0,85.54,89.76,0,0,0,0,,,,,,,0
TI16,B16,TI,F,9,3,sbadiglio,images,9,1,0,0,79.04,92.45,0,0,0,0,,,,,,,0
TI16,B16,TI,F,9,3,sbadiglio,images,10,0,0,0,90.9,98.51,0,0,0,0,,,,,,,0
TI17,B17,TI,F,9,3,gatta,text,1,0,0,0,10.3,14.92,46,1,1,7,15.2,43.5,43.5,0.0,56.5,0.0,1
TI17,B17,TI,F,9,3,gatta,text,2,0,0,0,7.77,17.36,96,1,1,36,37.5,59.4,53.1,0.0,40.6,0.0,1
TI17,B17,TI,F,9,3,gatta,text,3,1,0,0,14.02,20.69,67,1,1,27,40.3,67.2,47.8,0.0,32.8,0.0,1
TI17,B17,TI,F,9,3,gatta,text,4,1,0,0,34.03,43.12,91,1,1,8,8.8,19.8,19.8,0.0,79.1,1.1,1
TI17,B17,TI,F,9,3,gatta,text,5,1,0,0,45.0,50.24,52,1,1,26,50.0,98.1,67.3,0.0,0.0,1.9,1
TI17,B17,TI,F,9,3,gatta,text,6,0,0,0,49.34,56.93,76,1,1,45,59.2,100.0,69.7,0.0,0.0,0.0,1
TI17,B17,TI,F,9,3,gatta,text,7,1,0,0,54.43,60.77,64,1,1,26,40.6,89.1,56.2,0.0,9.4,1.6,1
TI17,B17,TI,F,9,3,gatta,text,8,1,0,0,64.63,78.5,139,1,1,91,65.5,91.4,69.1,0.0,5.0,3.6,1
TI17,B17,TI,F,9,3,gatta,text,9,0,0,0,69.51,74.71,52,1,1,34,65.4,100.0,86.5,0.0,0.0,0.0,1
TI17,B17,TI,F,9,3,gatta,text,10,0,0,0,79.12,86.06,70,1,1,40,57.1,81.4,65.7,0.0,7.1,11.4,1
TI17,B17,TI,F,9,3,gatta,text,11,0,0,0,84.39,90.41,60,1,1,33,55.0,86.7,68.3,0.0,8.3,5.0,1
TI17,B17,TI,F,9,3,gatta,text,12,0,0,0,90.9,100.0,91,1,1,70,76.9,95.6,80.2,0.0,2.2,2.2,1
TI17,B17,TI,F,9,3,sbadiglio,images,1,1,0,0,7.45,12.59,52,1,1,0,0.0,78.8,1.9,26.9,0.0,21.2,0
TI17,B17,TI,F,9,3,sbadiglio,images,2,0,0,0,11.28,16.71,54,1,1,0,0.0,85.2,29.6,40.7,5.6,9.3,0
TI17,B17,TI,F,9,3,sbadiglio,images,3,1,0,0,20.08,27.47,73,1,1,0,0.0,79.5,30.1,0.0,9.6,11.0,0
TI17,B17,TI,F,9,3,sbadiglio,images,4,1,0,0,35.85,47.6,118,1,1,40,33.9,60.2,41.5,10.2,3.4,36.4,1
TI17,B17,TI,F,9,3,sbadiglio,images,5,1,0,0,64.73,78.41,137,1,1,45,32.8,67.9,37.2,15.3,12.4,19.7,1
TI17,B17,TI,F,9,3,sbadiglio,images,6,1,0,0,45.83,58.99,128,1,1,18,14.1,50.0,21.9,7.0,21.1,28.9,1
TI17,B17,TI,F,9,3,sbadiglio,images,7,1,0,0,28.34,35.44,71,1,1,2,2.8,36.6,22.5,12.7,14.1,49.3,1
TI17,B17,TI,F,9,3,sbadiglio,images,8,0,0,0,85.54,89.76,42,1,1,0,0.0,73.8,50.0,14.3,0.0,26.2,0
TI17,B17,TI,F,9,3,sbadiglio,images,9,1,0,0,79.04,92.45,134,1,1,34,25.4,77.6,54.5,18.7,1.5,20.9,1
TI17,B17,TI,F,9,3,sbadiglio,images,10,1,0,0,90.9,98.51,76,1,1,0,0.0,15.8,10.5,5.3,71.1,13.2,0
TI18,B18,TI,F,8,3,gatta,text,1,1,0,0,10.3,14.92,46,1,1,2,4.3,28.3,26.1,0.0,67.4,4.3,1
TI18,B18,TI,F,8,3,gatta,text,2,1,0,0,7.77,17.36,95,1,1,7,7.4,32.6,23.2,0.0,44.2,23.2,1
TI18,B18,TI,F,8,3,gatta,text,3,1,0,0,14.02,20.69,67,1,1,0,0.0,6.0,4.5,0.0,26.9,67.2,0
TI18,B18,TI,F,8,3,gatta,text,4,1,0,0,34.03,43.12,91,1,1,52,57.1,73.6,72.5,0.0,24.2,2.2,1
TI18,B18,TI,F,8,3,gatta,text,5,0,0,0,45.0,50.24,52,1,1,31,59.6,100.0,75.0,0.0,0.0,0.0,1
TI18,B18,TI,F,8,3,gatta,text,6,1,0,0,49.34,56.93,76,1,1,34,44.7,100.0,84.2,0.0,0.0,0.0,1
TI18,B18,TI,F,8,3,gatta,text,7,0,0,0,54.43,60.77,64,1,1,9,14.1,51.6,37.5,0.0,40.6,7.8,1
TI18,B18,TI,F,8,3,gatta,text,8,0,0,0,64.63,78.5,139,1,1,50,36.0,41.7,36.0,0.0,35.3,23.0,1
TI18,B18,TI,F,8,3,gatta,text,9,0,0,0,69.51,74.71,52,1,1,3,5.8,34.6,34.6,0.0,57.7,7.7,1
TI18,B18,TI,F,8,3,gatta,text,10,1,0,0,79.12,86.06,69,1,1,43,62.3,100.0,97.1,0.0,0.0,0.0,1
TI18,B18,TI,F,8,3,gatta,text,11,1,0,0,84.39,90.41,60,1,1,20,33.3,80.0,58.3,0.0,16.7,3.3,1
TI18,B18,TI,F,8,3,gatta,text,12,0,0,0,90.9,100.0,91,1,1,17,18.7,24.2,19.8,0.0,42.9,33.0,1
TI18,B18,TI,F,8,3,sbadiglio,images,1,1,0,0,7.45,12.59,51,1,1,22,43.1,100.0,52.9,31.4,0.0,0.0,1
TI18,B18,TI,F,8,3,sbadiglio,images,2,1,0,0,11.28,16.71,54,1,1,18,33.3,98.1,64.8,33.3,0.0,1.9,1
TI18,B18,TI,F,8,3,sbadiglio,images,3,0,0,0,20.08,27.47,50,1,1,1,2.0,6.0,6.0,0.0,18.0,76.0,1
TI18,B18,TI,F,8,3,sbadiglio,images,4,1,0,0,35.85,47.6,117,1,1,63,53.8,90.6,43.6,42.7,7.7,1.7,1
TI18,B18,TI,F,8,3,sbadiglio,images,5,1,0,0,64.73,78.41,137,1,1,46,33.6,100.0,21.9,22.6,0.0,0.0,1
TI18,B18,TI,F,8,3,sbadiglio,images,6,0,0,0,45.83,58.99,132,1,1,77,58.3,100.0,40.2,38.6,0.0,0.0,1
TI18,B18,TI,F,8,3,sbadiglio,images,7,1,0,0,28.34,35.44,56,1,1,13,23.2,25.0,3.6,19.6,25.0,50.0,1
TI18,B18,TI,F,8,3,sbadiglio,images,8,1,0,0,85.54,89.76,42,1,1,0,0.0,100.0,14.3,73.8,0.0,0.0,0
TI18,B18,TI,F,8,3,sbadiglio,images,9,0,0,0,79.04,92.45,134,1,1,79,59.0,97.8,35.1,53.0,0.7,1.5,1
TI18,B18,TI,F,8,3,sbadiglio,images,10,1,0,0,90.9,98.51,76,1,1,11,14.5,72.4,47.4,21.1,21.1,6.6,1
TI19,B20,TI,F,6,1,tappeto,images,1,1,0,0,13.45,20.28,69,1,1,24,34.8,100.0,18.8,62.3,0.0,0.0,1
