newid,mod,storia,good,quartile,pct_caption,pct_face,pct_none
IT17,images,volpe e boscaiolo,True,3,80.74866310160428,18.71657754010695,0.53475935828877
IT17,images,volpe e boscaiolo,True,4,87.7659574468085,11.170212765957446,1.0638297872340425
IT20,images,volpe e boscaiolo,True,1,46.408839779005525,30.386740331491712,23.204419889502763
IT20,images,volpe e boscaiolo,True,2,44.19889502762431,9.94475138121547,45.85635359116022
IT20,images,volpe e boscaiolo,True,3,31.060606060606062,33.33333333333333,35.60606060606061
IT20,images,volpe e boscaiolo,True,4,70.06802721088435,6.802721088435375,23.12925170068027
IT20,text,tappeto,True,1,0.0,0.0,100.0
IT20,text,tappeto,True,2,0.0,0.0,100.0
IT20,text,tappeto,True,3,0.0,0.0,100.0
IT20,text,tappeto,True,4,0.0,0.0,100.0
IT18,text,tappeto,False,1,26.190476190476193,61.904761904761905,11.904761904761903
IT18,text,tappeto,False,2,38.59649122807017,0.0,61.40350877192983
IT18,text,tappeto,False,3,40.77669902912621,18.446601941747574,40.77669902912621
IT18,text,tappeto,False,4,43.39622641509434,50.943396226415096,5.660377358490567
IT21,images,volpe e boscaiolo,True,1,80.21390374331551,17.11229946524064,2.6737967914438503
IT21,images,volpe e boscaiolo,True,2,96.27659574468085,0.0,3.723404255319149
IT21,images,volpe e boscaiolo,True,3,70.58823529411765,26.203208556149733,3.2085561497326207
IT21,images,volpe e boscaiolo,True,4,85.63829787234043,7.9787234042553195,6.382978723404255
IT21,text,tappeto,True,1,76.47058823529412,23.52941176470588,0.0
IT21,text,tappeto,True,2,98.21428571428571,1.1904761904761905,0.5952380952380952
IT21,text,tappeto,True,3,100.0,0.0,0.0
IT21,text,tappeto,True,4,100.0,0.0,0.0
