newid,mod,storia,good,quartile,pct_caption,pct_face,pct_none
IT12,text,tappeto,True,3,8.98876404494382,41.57303370786517,49.43820224719101
IT12,text,tappeto,True,4,24.46808510638298,11.702127659574469,63.829787234042556
TI22,text,volpe e boscaiolo,True,1,0.0,38.62433862433862,61.37566137566137
TI22,text,volpe e boscaiolo,True,2,0.0,42.02127659574468,57.97872340425532
TI22,text,volpe e boscaiolo,True,3,0.0,35.82887700534759,64.1711229946524
TI22,text,volpe e boscaiolo,True,4,0.0,59.04255319148937,40.95744680851064
IT13,images,anguille,True,1,80.5111821086262,18.53035143769968,0.9584664536741214
IT13,images,anguille,True,2,76.11464968152866,17.51592356687898,6.369426751592357
IT13,images,anguille,True,3,92.33226837060703,5.431309904153355,2.2364217252396164
IT13,images,anguille,True,4,73.13915857605178,20.711974110032365,6.148867313915858
IT14,images,volpe e boscaiolo,False,1,65.3061224489796,34.69387755102041,0.0
IT14,images,volpe e boscaiolo,False,4,100.0,0.0,0.0
IT15,images,volpe e boscaiolo,True,1,64.02116402116403,35.44973544973545,0.5291005291005291
IT15,images,volpe e boscaiolo,True,2,69.14893617021278,29.78723404255319,1.0638297872340425
IT15,images,volpe e boscaiolo,True,3,91.48936170212765,8.51063829787234,0.0
IT15,images,volpe e boscaiolo,True,4,81.81818181818183,17.11229946524064,1.06951871657754
IT15,text,tappeto,True,1,30.18867924528302,55.9748427672956,13.836477987421384
IT15,text,tappeto,True,2,33.92857142857143,51.19047619047619,14.880952380952381
IT15,text,tappeto,True,3,24.2603550295858,65.08875739644971,10.650887573964498
IT15,text,tappeto,True,4,49.404761904761905,44.642857142857146,5.952380952380952
IT16,images,volpe e boscaiolo,True,1,72.4867724867725,26.984126984126984,0.5291005291005291
IT16,images,volpe e boscaiolo,True,2,90.42553191489363,7.446808510638298,2.127659574468085
IT16,images,volpe e boscaiolo,True,3,69.5187165775401,28.87700534759358,1.6042780748663104
IT16,images,volpe e boscaiolo,True,4,83.9572192513369,9.62566844919786,6.417112299465241
IT16,text,tappeto,True,1,51.19047619047619,40.476190476190474,8.333333333333332
IT16,text,tappeto,True,2,37.2093023255814,24.8062015503876,37.98449612403101
IT16,text,tappeto,True,3,12.727272727272727,13.636363636363635,73.63636363636363
IT16,text,tappeto,True,4,52.976190476190474,33.33333333333333,13.690476190476192
IT17,images,volpe e boscaiolo,True,1,66.85393258426966,32.02247191011236,1.1235955056179776
IT17,images,volpe e boscaiolo,True,2,92.93478260869566,4.891304347826087,2.1739130434782608
